datetime,actual,forecast
2025-06-18,18418.625,16821.583857570913
2025-06-19,20252.791666666668,16735.568124424975
2025-06-20,18543.083333333332,16556.32200514008
2025-06-21,18912.458333333332,15600.582752276672
2025-06-22,20829.208333333332,15394.004588214144
2025-06-23,25238.333333333332,16703.103059981535
2025-06-24,26457.875,16829.591498963542
2025-06-25,26305.208333333332,16817.29399631187
2025-06-26,21034.25,16731.278263165932
2025-06-27,17724.708333333332,16552.032143881035
2025-06-28,18185.0,15596.292891017629
2025-06-29,19943.458333333332,15389.7147269551
2025-06-30,22171.541666666668,16698.81319872249
2025-07-01,23059.708333333332,16825.3016377045
2025-07-02,21280.5,16813.004135052826
2025-07-03,20597.5,16726.98840190689
2025-07-04,17183.125,16547.74228262199
2025-07-05,18327.291666666668,15592.003029758585
2025-07-06,20833.708333333332,15385.424865696057
2025-07-07,23578.291666666668,16694.523337463448
2025-07-08,23937.166666666668,16821.011776445455
2025-07-09,23197.0,16808.714273793783
2025-07-10,22114.583333333332,16722.698540647845
2025-07-11,22224.208333333332,16543.45242136295
2025-07-12,21443.291666666668,15587.713168499542
2025-07-13,21265.208333333332,15381.135004437014
2025-07-14,23108.583333333332,16690.233476204405
2025-07-15,23052.25,16816.721915186412
2025-07-16,24466.583333333332,16804.42441253474
2025-07-17,24780.333333333332,16718.408679388802
2025-07-18,20533.375,16539.162560103905
2025-07-19,18933.208333333332,15583.423307240499
2025-07-20,21164.083333333332,15376.84514317797
2025-07-21,20579.041666666668,16685.94361494536
2025-07-22,18467.791666666668,16812.43205392737
2025-07-23,19452.333333333332,16800.134551275696
2025-07-24,21859.916666666668,16714.11881812976
2025-07-25,23984.958333333332,16534.87269884486
2025-07-26,20893.916666666668,15579.133445981455
2025-07-27,20738.958333333332,15372.555281918927
2025-07-28,24102.75,16681.653753686318
2025-07-29,25438.291666666668,16808.142192668325
2025-07-30,25163.0,16795.844690016653
2025-07-31,22157.0,16709.828956870715
2025-08-01,17363.333333333332,16530.58283758582
2025-08-02,16162.041666666666,15574.843584722412
2025-08-03,16814.041666666668,15368.265420659884
2025-08-04,19610.208333333332,16677.363892427275
2025-08-05,20296.416666666668,16803.85233140928
2025-08-06,19784.666666666668,16791.55482875761
2025-08-07,19230.625,16705.53909561167
2025-08-08,18761.041666666668,16526.292976326775
2025-08-09,18124.75,15570.553723463368
2025-08-10,19134.416666666668,15363.97555940084
2025-08-11,21477.208333333332,16673.07403116823
2025-08-12,22546.208333333332,16799.56247015024
2025-08-13,23238.666666666668,16787.264967498566
2025-08-14,22492.833333333332,16701.24923435263
2025-08-15,21571.75,16522.00311506773
2025-08-16,20534.583333333332,15566.263862204325
2025-08-17,20779.291666666668,15359.685698141797
2025-08-18,17927.875,16668.784169909188
2025-08-19,17244.208333333332,16795.272608891195
2025-08-20,17209.333333333332,16782.975106239523
2025-08-21,16063.708333333334,16696.959373093585
2025-08-22,16613.166666666668,16517.713253808688
2025-08-23,16687.041666666668,15561.974000945282
2025-08-24,17270.666666666668,15355.395836882753
2025-08-25,18661.0,16664.494308650144
2025-08-26,17114.583333333332,16790.98274763215
